FULLGAME_STRATEGY_V1
ITER	12000
INFOSET	FOLD	CHECK	CALL	BET	RAISE	ALL_IN	VISITS
flop|seat=0|bucket=195|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.4645328271	0.0000000000	0.4799116173	0.0000000000	0.0555555556	18
flop|seat=0|bucket=195|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.2713736932	0.0000000000	0.2433201867	0.0000000000	0.4853061201	10
flop|seat=0|bucket=195|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.3330564307	0.0000000000	0.3298007996	0.0000000000	0.3371427697	5
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=ckb	0.3145959634	0.0000000000	0.3485557808	0.0000000000	0.3011339701	0.0357142857	14
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=ckbr	0.0625000000	0.0000000000	0.0625000000	0.0000000000	0.0625000000	0.8125000000	4
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=ckkb	0.3124163680	0.0000000000	0.3521347963	0.0000000000	0.3162180664	0.0192307692	13
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=crcb	0.2756642280	0.0000000000	0.3556107322	0.0000000000	0.3005432216	0.0681818182	11
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=rcb	0.0789473684	0.0000000000	0.7631578947	0.0000000000	0.0789473684	0.0789473684	19
flop|seat=0|bucket=195|tc=1|pot=1|n=2|h=rckb	0.3039423045	0.0000000000	0.3555914562	0.0000000000	0.3126884615	0.0277777778	9
flop|seat=0|bucket=195|tc=1|pot=2|n=2|h=rcbr	0.2938593509	0.0000000000	0.3162199813	0.0000000000	0.3184920964	0.0714285714	7
flop|seat=0|bucket=195|tc=1|pot=2|n=2|h=rrcb	0.1730263118	0.0000000000	0.2471118535	0.0000000000	0.1822591448	0.3976026899	10
flop|seat=0|bucket=196|tc=0|pot=0|n=2|h=ck	0.0000000000	0.6942718722	0.0000000000	0.2673638591	0.0000000000	0.0383642686	22
flop|seat=0|bucket=196|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.4827559869	0.0000000000	0.5033551242	0.0000000000	0.0138888889	24
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=crc	0.0000000000	0.0370370370	0.0000000000	0.0370370370	0.0000000000	0.9259259259	27
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=crck	0.0000000000	0.5143642710	0.0000000000	0.4578579512	0.0000000000	0.0277777778	24
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4435566057	0.0000000000	0.4314433943	0.0000000000	0.1250000000	8
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=rc	0.0000000000	0.7673227173	0.0000000000	0.1926772827	0.0000000000	0.0400000000	25
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=rck	0.0000000000	0.4001311176	0.0000000000	0.3998688824	0.0000000000	0.2000000000	5
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.4008077286	0.0000000000	0.4950256048	0.0000000000	0.1041666667	16
flop|seat=0|bucket=196|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.6666666667	4
flop|seat=0|bucket=196|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.4854649942	0.0000000000	0.4632529545	0.0000000000	0.0512820513	13
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=ckb	0.3294622308	0.0000000000	0.3518169960	0.0000000000	0.2994900040	0.0192307692	26
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=ckbr	0.1844698073	0.0000000000	0.2028143975	0.0000000000	0.2366694281	0.3760463671	8
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=ckkb	0.1972709660	0.0000000000	0.2076121367	0.0000000000	0.2247412237	0.3703756736	16
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=crcb	0.3041369023	0.0000000000	0.3324559091	0.0000000000	0.3487013063	0.0147058824	17
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=rcb	0.1410708412	0.0000000000	0.1409279182	0.0000000000	0.6680012406	0.0500000000	10
flop|seat=0|bucket=196|tc=1|pot=1|n=2|h=rckb	0.1068071475	0.0000000000	0.1121001604	0.0000000000	0.1200779606	0.6610147315	15
flop|seat=0|bucket=196|tc=1|pot=2|n=2|h=rcbr	0.2343182417	0.0000000000	0.3477363665	0.0000000000	0.3554453918	0.0625000000	8
flop|seat=0|bucket=196|tc=1|pot=2|n=2|h=rrcb	0.2371664037	0.0000000000	0.3645319788	0.0000000000	0.3670516174	0.0312500000	8
flop|seat=0|bucket=197|tc=0|pot=0|n=2|h=ck	0.0000000000	0.1217588944	0.0000000000	0.8492555983	0.0000000000	0.0289855072	23
flop|seat=0|bucket=197|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.4479831089	0.0000000000	0.4409057800	0.0000000000	0.1111111111	9
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=crc	0.0000000000	0.4760754955	0.0000000000	0.4313319119	0.0000000000	0.0925925926	18
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=crck	0.0000000000	0.4585603583	0.0000000000	0.4462015465	0.0000000000	0.0952380952	7
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4858521480	0.0000000000	0.4665288044	0.0000000000	0.0476190476	7
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=rc	0.0000000000	0.3597916375	0.0000000000	0.6031713255	0.0000000000	0.0370370370	9
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=rck	0.0000000000	0.3594169130	0.0000000000	0.3548688013	0.0000000000	0.2857142857	7
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.5005409919	0.0000000000	0.4738179824	0.0000000000	0.0256410256	13
flop|seat=0|bucket=197|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.3909297331	0.0000000000	0.3900317161	0.0000000000	0.2190385508	11
flop|seat=0|bucket=197|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.6666666667	2
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=ckb	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	7
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=ckbr	0.2861124588	0.0000000000	0.3430097496	0.0000000000	0.3500444583	0.0208333333	12
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=ckkb	0.2076810437	0.0000000000	0.2141075473	0.0000000000	0.2185876234	0.3596237856	9
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=crcb	0.2612867344	0.0000000000	0.2725217385	0.0000000000	0.2745335668	0.1916579603	8
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=rcb	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	6
flop|seat=0|bucket=197|tc=1|pot=1|n=2|h=rckb	0.1250000000	0.0000000000	0.1915398897	0.0000000000	0.1250000000	0.5584601103	4
flop|seat=0|bucket=197|tc=1|pot=2|n=2|h=rcbr	0.1250000000	0.0000000000	0.1250000000	0.0000000000	0.1250000000	0.6250000000	4
flop|seat=0|bucket=197|tc=1|pot=2|n=2|h=rrcb	0.2121047006	0.0000000000	0.2296871741	0.0000000000	0.2303911172	0.3278170080	10
flop|seat=0|bucket=198|tc=0|pot=0|n=2|h=ck	0.0000000000	0.0396975137	0.0000000000	0.9523659784	0.0000000000	0.0079365079	42
flop|seat=0|bucket=198|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.8769372372	0.0000000000	0.1040151438	0.0000000000	0.0190476190	35
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=crc	0.0000000000	0.4487301513	0.0000000000	0.5441776501	0.0000000000	0.0070921986	47
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=crck	0.0000000000	0.2049850847	0.0000000000	0.1662833694	0.0000000000	0.6287315459	26
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4752513146	0.0000000000	0.4506746113	0.0000000000	0.0740740741	9
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=rc	0.0000000000	0.2718236058	0.0000000000	0.7073430609	0.0000000000	0.0208333333	32
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=rck	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	13
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.4053252837	0.0000000000	0.5530080497	0.0000000000	0.0416666667	24
flop|seat=0|bucket=198|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.5524692698	0.0000000000	0.4237212064	0.0000000000	0.0238095238	14
flop|seat=0|bucket=198|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.0740740741	0.0000000000	0.0740740741	0.0000000000	0.8518518519	9
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=ckb	0.0625000000	0.0000000000	0.7508104309	0.0000000000	0.0625000000	0.1241895691	28
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=ckbr	0.2749900628	0.0000000000	0.3134572119	0.0000000000	0.2865527252	0.1250000000	24
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=ckkb	0.3199221978	0.0000000000	0.3483616545	0.0000000000	0.2960018620	0.0357142857	14
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=crcb	0.2703127484	0.0000000000	0.3078176415	0.0000000000	0.2832736524	0.1385959578	20
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=rcb	0.1364765238	0.0000000000	0.1621647044	0.0000000000	0.6672678627	0.0340909091	22
flop|seat=0|bucket=198|tc=1|pot=1|n=2|h=rckb	0.0623280398	0.0000000000	0.0687243125	0.0000000000	0.0645142133	0.8044334344	14
flop|seat=0|bucket=198|tc=1|pot=2|n=2|h=rcbr	0.2760307381	0.0000000000	0.3415704284	0.0000000000	0.3157321668	0.0666666667	15
flop|seat=0|bucket=198|tc=1|pot=2|n=2|h=rrcb	0.1719784349	0.0000000000	0.4933193044	0.0000000000	0.3215443659	0.0131578947	19
flop|seat=0|bucket=199|tc=0|pot=0|n=2|h=ck	0.0000000000	0.1423060445	0.0000000000	0.7576939555	0.0000000000	0.1000000000	10
flop|seat=0|bucket=199|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.6296296296	0.0000000000	0.2962962963	0.0000000000	0.0740740741	9
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=crc	0.0000000000	0.3830359765	0.0000000000	0.3788687855	0.0000000000	0.2380952381	14
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=crck	0.0000000000	0.1831898712	0.0000000000	0.1825788651	0.0000000000	0.6342312637	10
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4476509935	0.0000000000	0.4412378954	0.0000000000	0.1111111111	3
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=rc	0.0000000000	0.0829304953	0.0000000000	0.8504028380	0.0000000000	0.0666666667	15
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=rck	0.0000000000	0.4545492800	0.0000000000	0.4621173867	0.0000000000	0.0833333333	12
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.4922936788	0.0000000000	0.4706692841	0.0000000000	0.0370370370	9
flop|seat=0|bucket=199|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.2222222222	0.0000000000	0.2222222222	0.0000000000	0.5555555556	3
flop|seat=0|bucket=199|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.6666666667	2
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=ckb	0.0208333333	0.0000000000	0.0208333333	0.0000000000	0.9375000000	0.0208333333	12
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=ckbr	0.2720759191	0.0000000000	0.2938902257	0.0000000000	0.2911767124	0.1428571429	7
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=ckkb	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	1
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=crcb	0.2896136114	0.0000000000	0.3380780548	0.0000000000	0.3306416672	0.0416666667	6
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=rcb	0.1104746959	0.0000000000	0.1157610828	0.0000000000	0.7237642212	0.0500000000	10
flop|seat=0|bucket=199|tc=1|pot=1|n=2|h=rckb	0.2663504947	0.0000000000	0.2815085106	0.0000000000	0.2862600217	0.1658809731	9
flop|seat=0|bucket=199|tc=1|pot=2|n=2|h=rcbr	0.1513345415	0.0000000000	0.1567927454	0.0000000000	0.1805232243	0.5113494888	9
flop|seat=0|bucket=199|tc=1|pot=2|n=2|h=rrcb	0.0714285714	0.0000000000	0.0859521727	0.0000000000	0.0714285714	0.7711906844	7
flop|seat=0|bucket=19|tc=0|pot=0|n=2|h=ck	0.0000000000	0.7037037037	0.0000000000	0.1481481481	0.0000000000	0.1481481481	18
flop|seat=0|bucket=19|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.3295515230	0.0000000000	0.3368521043	0.0000000000	0.3335963728	13
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=crc	0.0000000000	0.1000000000	0.0000000000	0.4500000000	0.0000000000	0.4500000000	10
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=crck	0.0000000000	0.2897018401	0.0000000000	0.2971769765	0.0000000000	0.4131211834	4
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.1111111111	0.0000000000	0.1111111111	0.0000000000	0.7777777778	3
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=rc	0.0000000000	0.1675776485	0.0000000000	0.7112102303	0.0000000000	0.1212121212	11
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=rck	0.0000000000	0.0666666667	0.0000000000	0.4666666667	0.0000000000	0.4666666667	5
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	8
flop|seat=0|bucket=19|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.2222222222	0.0000000000	0.2222222222	0.0000000000	0.5555555556	3
flop|seat=0|bucket=19|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.2768427579	0.0000000000	0.2756428721	0.0000000000	0.4475143701	3
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=ckb	0.0333333333	0.0000000000	0.3876399708	0.0000000000	0.3287076324	0.2503190635	15
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=ckbr	0.1500000000	0.0000000000	0.1500000000	0.0000000000	0.1955257364	0.5044742636	5
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=ckkb	0.1388888889	0.0000000000	0.1388888889	0.0000000000	0.2182749299	0.5039472923	9
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=crcb	0.2347088303	0.0000000000	0.2566353206	0.0000000000	0.2814512194	0.2272046297	10
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=rcb	0.0277777778	0.0000000000	0.9166666667	0.0000000000	0.0277777778	0.0277777778	9
flop|seat=0|bucket=19|tc=1|pot=1|n=2|h=rckb	0.2767350259	0.0000000000	0.2936210280	0.0000000000	0.3046439462	0.1250000000	4
flop|seat=0|bucket=19|tc=1|pot=2|n=2|h=rcbr	0.2633036817	0.0000000000	0.2839889577	0.0000000000	0.2860406940	0.1666666667	6
flop|seat=0|bucket=19|tc=1|pot=2|n=2|h=rrcb	0.2626028875	0.0000000000	0.3086039798	0.0000000000	0.3287931327	0.1000000000	5
flop|seat=0|bucket=1|tc=0|pot=0|n=2|h=ck	0.0000000000	0.3916822136	0.0000000000	0.5416511197	0.0000000000	0.0666666667	20
flop|seat=0|bucket=1|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.4608111589	0.0000000000	0.4482797501	0.0000000000	0.0909090909	22
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=crc	0.0000000000	0.3428395830	0.0000000000	0.4508626610	0.0000000000	0.2062977560	36
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=crck	0.0000000000	0.4861757016	0.0000000000	0.4835212681	0.0000000000	0.0303030303	22
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4761926410	0.0000000000	0.4632012984	0.0000000000	0.0606060606	11
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=rc	0.0000000000	0.9059464907	0.0000000000	0.0485989638	0.0000000000	0.0454545455	22
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=rck	0.0000000000	0.4298919598	0.0000000000	0.4404784106	0.0000000000	0.1296296296	18
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.3137254902	0.0000000000	0.3137254902	0.0000000000	0.3725490196	17
flop|seat=0|bucket=1|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.4877022123	0.0000000000	0.4845200099	0.0000000000	0.0277777778	12
flop|seat=0|bucket=1|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.0952380952	0.0000000000	0.0952380952	0.0000000000	0.8095238095	7
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=ckb	0.3086590646	0.0000000000	0.3238847421	0.0000000000	0.3436466694	0.0238095238	21
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=ckbr	0.2887413505	0.0000000000	0.3169754550	0.0000000000	0.3109498612	0.0833333333	6
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=ckkb	0.2953613614	0.0000000000	0.3147337339	0.0000000000	0.3065715714	0.0833333333	12
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=crcb	0.2673275712	0.0000000000	0.3116536440	0.0000000000	0.3134062908	0.1076124941	21
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=rcb	0.0294117647	0.0000000000	0.0294117647	0.0000000000	0.9117647059	0.0294117647	17
flop|seat=0|bucket=1|tc=1|pot=1|n=2|h=rckb	0.2498969082	0.0000000000	0.3468227937	0.0000000000	0.3591626511	0.0441176471	17
flop|seat=0|bucket=1|tc=1|pot=2|n=2|h=rcbr	0.1341071400	0.0000000000	0.1579910374	0.0000000000	0.1484506038	0.5594512188	8
flop|seat=0|bucket=1|tc=1|pot=2|n=2|h=rrcb	0.2644457257	0.0000000000	0.3652081747	0.0000000000	0.3511153304	0.0192307692	13
flop|seat=0|bucket=20|tc=0|pot=0|n=2|h=ck	0.0000000000	0.0101010101	0.0000000000	0.9797979798	0.0000000000	0.0101010101	33
flop|seat=0|bucket=20|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.4877958682	0.0000000000	0.5007098790	0.0000000000	0.0114942529	29
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=crc	0.0000000000	0.5398913909	0.0000000000	0.4101086091	0.0000000000	0.0500000000	40
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=crck	0.0000000000	0.5322814244	0.0000000000	0.4553728966	0.0000000000	0.0123456790	27
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.3191749361	0.0000000000	0.3129665174	0.0000000000	0.3678585465	10
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=rc	0.0000000000	0.0229742353	0.0000000000	0.9677665055	0.0000000000	0.0092592593	36
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=rck	0.0000000000	0.1000000000	0.0000000000	0.8000000000	0.0000000000	0.1000000000	20
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.8956656210	0.0000000000	0.0626677123	0.0000000000	0.0416666667	24
flop|seat=0|bucket=20|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.4957265077	0.0000000000	0.4764957145	0.0000000000	0.0277777778	12
flop|seat=0|bucket=20|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.5120409713	0.0000000000	0.4657368064	0.0000000000	0.0222222222	15
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=ckb	0.2852391120	0.0000000000	0.3107027158	0.0000000000	0.2919892067	0.1120689655	29
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=ckbr	0.2194579965	0.0000000000	0.2319502912	0.0000000000	0.2235256658	0.3250660465	23
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=ckkb	0.2747035122	0.0000000000	0.2895393800	0.0000000000	0.2788600692	0.1568970386	8
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=crcb	0.2478174128	0.0000000000	0.3050221881	0.0000000000	0.2851983400	0.1619620591	27
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=rcb	0.2375270636	0.0000000000	0.3145188518	0.0000000000	0.4360493226	0.0119047619	21
flop|seat=0|bucket=20|tc=1|pot=1|n=2|h=rckb	0.2334721771	0.0000000000	0.4193597016	0.0000000000	0.3244408486	0.0227272727	11
flop|seat=0|bucket=20|tc=1|pot=2|n=2|h=rcbr	0.2463256056	0.0000000000	0.3900280286	0.0000000000	0.3504884710	0.0131578947	19
flop|seat=0|bucket=20|tc=1|pot=2|n=2|h=rrcb	0.2719645456	0.0000000000	0.3263953641	0.0000000000	0.3153546150	0.0862854753	15
flop|seat=0|bucket=21|tc=0|pot=0|n=2|h=ck	0.0000000000	0.5043834162	0.0000000000	0.4122832505	0.0000000000	0.0833333333	8
flop|seat=0|bucket=21|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.8473521111	0.0000000000	0.0970923334	0.0000000000	0.0555555556	12
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=crc	0.0000000000	0.1388888889	0.0000000000	0.1388888889	0.0000000000	0.7222222222	12
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=crck	0.0000000000	0.4812262103	0.0000000000	0.4521071230	0.0000000000	0.0666666667	10
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4188981837	0.0000000000	0.4144351496	0.0000000000	0.1666666667	2
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=rc	0.0000000000	0.2987921242	0.0000000000	0.5345412092	0.0000000000	0.1666666667	4
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=rck	0.0000000000	0.0555555556	0.0000000000	0.3653677116	0.0000000000	0.5790767329	6
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.4144444444	0.0000000000	0.4744444444	0.0000000000	0.1111111111	3
flop|seat=0|bucket=21|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.2222222222	0.0000000000	0.2222222222	0.0000000000	0.5555555556	3
flop|seat=0|bucket=21|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	1
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=ckb	0.2820346137	0.0000000000	0.2878210110	0.0000000000	0.3051443753	0.1250000000	12
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=ckbr	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	1
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=ckkb	0.2926296381	0.0000000000	0.3277670776	0.0000000000	0.3081747129	0.0714285714	7
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=crcb	0.2648750414	0.0000000000	0.3490242824	0.0000000000	0.3236006762	0.0625000000	8
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=rcb	0.0312500000	0.0000000000	0.9062500000	0.0000000000	0.0312500000	0.0312500000	8
flop|seat=0|bucket=21|tc=1|pot=1|n=2|h=rckb	0.2816464710	0.0000000000	0.2958634720	0.0000000000	0.2974900569	0.1250000000	2
flop|seat=0|bucket=21|tc=1|pot=2|n=2|h=rcbr	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	1
flop|seat=0|bucket=21|tc=1|pot=2|n=2|h=rrcb	0.1411484590	0.0000000000	0.2133855828	0.0000000000	0.1478124928	0.4976534654	4
flop|seat=0|bucket=22|tc=0|pot=0|n=2|h=ck	0.0000000000	0.4264988413	0.0000000000	0.4306440158	0.0000000000	0.1428571429	7
flop|seat=0|bucket=22|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.6085668331	0.0000000000	0.1957165835	0.0000000000	0.1957165835	6
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=crc	0.0000000000	0.4370543500	0.0000000000	0.4147975018	0.0000000000	0.1481481481	9
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=crck	0.0000000000	0.4542673881	0.0000000000	0.4623992786	0.0000000000	0.0833333333	4
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	1
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=rc	0.0000000000	0.6997603359	0.0000000000	0.2585729974	0.0000000000	0.0416666667	8
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=rck	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	3
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=rrc	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	5
flop|seat=0|bucket=22|tc=0|pot=1|n=2|h=rrck	0.0000000000	0.3333333333	0.0000000000	0.3333333333	0.0000000000	0.3333333333	2
flop|seat=0|bucket=22|tc=0|pot=2|n=2|h=rrrc	0.0000000000	0.4747331200	0.0000000000	0.4586002133	0.0000000000	0.0666666667	5
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=ckb	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	3
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=ckbr	0.2914418960	0.0000000000	0.3154880018	0.0000000000	0.3097367688	0.0833333333	3
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=ckkb	0.2864218191	0.0000000000	0.2961932947	0.0000000000	0.2923848863	0.1250000000	2
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=crcb	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.1666666667	0.5000000000	3
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=rcb	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	2
flop|seat=0|bucket=22|tc=1|pot=1|n=2|h=rckb	0.2807663297	0.0000000000	0.3562454422	0.0000000000	0.3317382281	0.0312500000	8
flop|seat=0|bucket=22|tc=1|pot=2|n=2|h=rcbr	0.1898319745	0.0000000000	0.1939047185	0.0000000000	0.1949674829	0.4212958240	3
flop|seat=0|bucket=22|tc=1|pot=2|n=2|h=rrcb	0.0833333333	0.0000000000	0.0833333333	0.0000000000	0.0833333333	0.7500000000	3
flop|seat=0|bucket=23|tc=0|pot=0|n=2|h=ck	0.0000000000	0.9346012345	0.0000000000	0.0525782527	0.0000000000	0.0128205128	26
flop|seat=0|bucket=23|tc=0|pot=0|n=2|h=ckk	0.0000000000	0.2731758065	0.0000000000	0.6338225341	0.0000000000	0.0930016594	23
flop|seat=0|bucket=23|tc=0|pot=1|n=2|h=crc	0.0000000000	0.3812636722	0.0000000000	0.6106062465	0.0000000000	0.0081300813	41
flop|seat=0|bucket=23|tc=0|pot=1|n=2|h=crck	0.0000000000	0.5083462931	0.0000000000	0.4207700364	0.0000000000	0.0708836705	16
flop|seat=0|bucket=23|tc=0|pot=1|n=2|h=crrc	0.0000000000	0.4789447435	0.0000000000	0.4469811825	0.0000000000	0.0740740741	9
