FULLGAME_STRATEGY_V1
ITER	12000
INFOSET	FOLD	CHECK	CALL	BET	RAISE	ALL_IN	VISITS
preflop|seat=0|bucket=156|tc=1|pot=1|n=2|h=crr	0.0208333333	0.0000000000	0.0208333333	0.0000000000	0.9375000000	0.0208333333	24
preflop|seat=0|bucket=156|tc=1|pot=1|n=2|h=r	0.0151515152	0.0000000000	0.4270593844	0.0000000000	0.5426375853	0.0151515152	33
preflop|seat=0|bucket=156|tc=1|pot=1|n=2|h=rr	0.4326347631	0.0000000000	0.2735216272	0.0000000000	0.1443571279	0.1494864818	12
preflop|seat=0|bucket=156|tc=1|pot=2|n=2|h=crrr	0.2625734880	0.0000000000	0.4024159948	0.0000000000	0.3100105172	0.0250000000	10
preflop|seat=0|bucket=156|tc=1|pot=2|n=2|h=rrr	0.0418946665	0.0000000000	0.0446803170	0.0000000000	0.8871092271	0.0263157895	19
preflop|seat=0|bucket=156|tc=1|pot=2|n=2|h=rrrr	0.1971425026	0.0000000000	0.2061128106	0.0000000000	0.2011307988	0.3956138880	7
preflop|seat=0|bucket=157|tc=0|pot=0|n=2|h=c	0.0000000000	0.1054753193	0.0000000000	0.0000000000	0.8418931018	0.0526315789	38
preflop|seat=0|bucket=157|tc=1|pot=0|n=2|h=	0.2351967614	0.0000000000	0.3592108080	0.0000000000	0.4009628009	0.0046296296	54
preflop|seat=0|bucket=157|tc=1|pot=1|n=2|h=cr	0.4638810482	0.0000000000	0.0800644017	0.0000000000	0.4290810346	0.0269735155	30
preflop|seat=0|bucket=157|tc=1|pot=1|n=2|h=crr	0.3806015472	0.0000000000	0.0531642762	0.0000000000	0.4050954465	0.1611387300	25
preflop|seat=0|bucket=157|tc=1|pot=1|n=2|h=r	0.3977068379	0.0000000000	0.3583213366	0.0000000000	0.2212445528	0.0227272727	33
preflop|seat=0|bucket=157|tc=1|pot=1|n=2|h=rr	0.1825285734	0.0000000000	0.3147283261	0.0000000000	0.4194097671	0.0833333333	18
preflop|seat=0|bucket=157|tc=1|pot=2|n=2|h=crrr	0.2332255969	0.0000000000	0.3408556028	0.0000000000	0.3682264926	0.0576923077	13
preflop|seat=0|bucket=157|tc=1|pot=2|n=2|h=rrr	0.0277777778	0.0000000000	0.0318252189	0.0000000000	0.8244881293	0.1159088740	9
preflop|seat=0|bucket=157|tc=1|pot=2|n=2|h=rrrr	0.2221270420	0.0000000000	0.2501024043	0.0000000000	0.2660050488	0.2617655049	10
preflop|seat=0|bucket=158|tc=0|pot=0|n=2|h=c	0.0000000000	0.9111111111	0.0000000000	0.0000000000	0.0444444444	0.0444444444	15
preflop|seat=0|bucket=158|tc=1|pot=0|n=2|h=	0.3216802807	0.0000000000	0.5582328347	0.0000000000	0.1092173194	0.0108695652	23
preflop|seat=0|bucket=158|tc=1|pot=1|n=2|h=cr	0.1108486369	0.0000000000	0.1181599218	0.0000000000	0.7553664413	0.0156250000	16
preflop|seat=0|bucket=158|tc=1|pot=1|n=2|h=crr	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	1
preflop|seat=0|bucket=158|tc=1|pot=1|n=2|h=r	0.0535714286	0.0000000000	0.0535714286	0.0000000000	0.5819733702	0.3108837727	14
preflop|seat=0|bucket=158|tc=1|pot=1|n=2|h=rr	0.2860069751	0.0000000000	0.3362935865	0.0000000000	0.2839494384	0.0937500000	8
preflop|seat=0|bucket=158|tc=1|pot=2|n=2|h=crrr	0.1590397253	0.0000000000	0.2096680952	0.0000000000	0.1680836533	0.4632085262	12
preflop|seat=0|bucket=158|tc=1|pot=2|n=2|h=rrr	0.0312500000	0.0000000000	0.0559642006	0.0000000000	0.1008181004	0.8119676990	8
preflop|seat=0|bucket=158|tc=1|pot=2|n=2|h=rrrr	0.2571663872	0.0000000000	0.3336109804	0.0000000000	0.3467226324	0.0625000000	4
preflop|seat=0|bucket=159|tc=0|pot=0|n=2|h=c	0.0000000000	0.9372457802	0.0000000000	0.0000000000	0.0318900223	0.0308641975	54
preflop|seat=0|bucket=159|tc=1|pot=0|n=2|h=	0.3291794400	0.0000000000	0.1726314550	0.0000000000	0.4936436505	0.0045454545	55
preflop|seat=0|bucket=159|tc=1|pot=1|n=2|h=cr	0.5480099611	0.0000000000	0.0243946084	0.0000000000	0.4167258652	0.0108695652	23
preflop|seat=0|bucket=159|tc=1|pot=1|n=2|h=crr	0.0833333333	0.0000000000	0.0919616496	0.0000000000	0.0833333333	0.7413716838	9
preflop|seat=0|bucket=159|tc=1|pot=1|n=2|h=r	0.0101045292	0.0000000000	0.2205095137	0.0000000000	0.7645782647	0.0048076923	52
preflop|seat=0|bucket=159|tc=1|pot=1|n=2|h=rr	0.2337561306	0.0000000000	0.5662127989	0.0000000000	0.1791977371	0.0208333333	24
preflop|seat=0|bucket=159|tc=1|pot=2|n=2|h=crrr	0.1705179266	0.0000000000	0.2232271346	0.0000000000	0.1829047211	0.4233502177	7
preflop|seat=0|bucket=159|tc=1|pot=2|n=2|h=rrr	0.3300118972	0.0000000000	0.2060837209	0.0000000000	0.4083488264	0.0555555556	36
preflop|seat=0|bucket=159|tc=1|pot=2|n=2|h=rrrr	0.2017777375	0.0000000000	0.4101295008	0.0000000000	0.3630927618	0.0250000000	10
preflop|seat=0|bucket=15|tc=0|pot=0|n=2|h=c	0.0000000000	0.9304051836	0.0000000000	0.0000000000	0.0370744912	0.0325203252	41
preflop|seat=0|bucket=15|tc=1|pot=0|n=2|h=	0.1333296442	0.0000000000	0.8412658464	0.0000000000	0.0205968171	0.0048076923	52
preflop|seat=0|bucket=15|tc=1|pot=1|n=2|h=cr	0.1200299853	0.0000000000	0.0388549256	0.0000000000	0.8350175281	0.0060975610	41
preflop|seat=0|bucket=15|tc=1|pot=1|n=2|h=crr	0.3438179920	0.0000000000	0.1500000000	0.0000000000	0.3561820080	0.1500000000	5
preflop|seat=0|bucket=15|tc=1|pot=1|n=2|h=r	0.3071238461	0.0000000000	0.5598057560	0.0000000000	0.0794989693	0.0535714286	42
preflop|seat=0|bucket=15|tc=1|pot=1|n=2|h=rr	0.5981209649	0.0000000000	0.0201766804	0.0000000000	0.3624715854	0.0192307692	13
preflop|seat=0|bucket=15|tc=1|pot=2|n=2|h=crrr	0.1649378176	0.0000000000	0.4089516577	0.0000000000	0.4174898351	0.0086206897	29
preflop|seat=0|bucket=15|tc=1|pot=2|n=2|h=rrr	0.3280384717	0.0000000000	0.1400365798	0.0000000000	0.4277582818	0.1041666667	12
preflop|seat=0|bucket=15|tc=1|pot=2|n=2|h=rrrr	0.2036222694	0.0000000000	0.2615257655	0.0000000000	0.2220033109	0.3128486542	8
preflop|seat=0|bucket=160|tc=0|pot=0|n=2|h=c	0.0000000000	0.5432778882	0.0000000000	0.0000000000	0.4500554452	0.0066666667	50
preflop|seat=0|bucket=160|tc=1|pot=0|n=2|h=	0.3269174017	0.0000000000	0.4981126200	0.0000000000	0.1626748964	0.0122950820	61
preflop|seat=0|bucket=160|tc=1|pot=1|n=2|h=cr	0.0776605987	0.0000000000	0.7996350706	0.0000000000	0.1168903772	0.0058139535	43
preflop|seat=0|bucket=160|tc=1|pot=1|n=2|h=crr	0.2080691698	0.0000000000	0.2096083624	0.0000000000	0.2337884001	0.3485340677	22
preflop|seat=0|bucket=160|tc=1|pot=1|n=2|h=r	0.4751631327	0.0000000000	0.1272632343	0.0000000000	0.3592458230	0.0383278101	42
preflop|seat=0|bucket=160|tc=1|pot=1|n=2|h=rr	0.2396240201	0.0000000000	0.1848840249	0.0000000000	0.2803091946	0.2951827603	18
preflop|seat=0|bucket=160|tc=1|pot=2|n=2|h=crrr	0.0915157368	0.0000000000	0.3327451970	0.0000000000	0.5632390662	0.0125000000	20
preflop|seat=0|bucket=160|tc=1|pot=2|n=2|h=rrr	0.3549476066	0.0000000000	0.1259403422	0.0000000000	0.4455826395	0.0735294118	17
preflop|seat=0|bucket=160|tc=1|pot=2|n=2|h=rrrr	0.2405647660	0.0000000000	0.2766621228	0.0000000000	0.3457461890	0.1370269222	9
preflop|seat=0|bucket=161|tc=0|pot=0|n=2|h=c	0.0000000000	0.0704559243	0.0000000000	0.0000000000	0.9091359124	0.0204081633	49
preflop|seat=0|bucket=161|tc=1|pot=0|n=2|h=	0.1710991548	0.0000000000	0.4957375391	0.0000000000	0.3232948850	0.0098684211	76
preflop|seat=0|bucket=161|tc=1|pot=1|n=2|h=cr	0.6525491274	0.0000000000	0.0064768652	0.0000000000	0.3161603418	0.0248136657	51
preflop|seat=0|bucket=161|tc=1|pot=1|n=2|h=crr	0.4005904028	0.0000000000	0.0658355108	0.0000000000	0.5127407531	0.0208333333	36
preflop|seat=0|bucket=161|tc=1|pot=1|n=2|h=r	0.9250436125	0.0000000000	0.0058991336	0.0000000000	0.0633754356	0.0056818182	44
preflop|seat=0|bucket=161|tc=1|pot=1|n=2|h=rr	0.2423583791	0.0000000000	0.0946262658	0.0000000000	0.6273010694	0.0357142857	28
preflop|seat=0|bucket=161|tc=1|pot=2|n=2|h=crrr	0.2464356137	0.0000000000	0.3412277895	0.0000000000	0.3681856225	0.0441509743	27
preflop|seat=0|bucket=161|tc=1|pot=2|n=2|h=rrr	0.0827386107	0.0000000000	0.1486157258	0.0000000000	0.6615028064	0.1071428571	7
preflop|seat=0|bucket=161|tc=1|pot=2|n=2|h=rrrr	0.1605357123	0.0000000000	0.3954924254	0.0000000000	0.4261147194	0.0178571429	14
preflop|seat=0|bucket=162|tc=0|pot=0|n=2|h=c	0.0000000000	0.2528878381	0.0000000000	0.0000000000	0.7285936434	0.0185185185	36
preflop|seat=0|bucket=162|tc=1|pot=0|n=2|h=	0.1514176419	0.0000000000	0.2918968730	0.0000000000	0.5386419810	0.0180435041	69
preflop|seat=0|bucket=162|tc=1|pot=1|n=2|h=cr	0.4654281788	0.0000000000	0.3505902954	0.0000000000	0.1484367339	0.0355447918	32
preflop|seat=0|bucket=162|tc=1|pot=1|n=2|h=crr	0.0200000000	0.0000000000	0.0200000000	0.0000000000	0.9400000000	0.0200000000	25
preflop|seat=0|bucket=162|tc=1|pot=1|n=2|h=r	0.9291958489	0.0000000000	0.0299503487	0.0000000000	0.0225611195	0.0182926829	41
preflop|seat=0|bucket=162|tc=1|pot=1|n=2|h=rr	0.0451019830	0.0000000000	0.8028974071	0.0000000000	0.1381117211	0.0138888889	36
preflop|seat=0|bucket=162|tc=1|pot=2|n=2|h=crrr	0.2561777679	0.0000000000	0.3125416503	0.0000000000	0.3443525804	0.0869280014	13
preflop|seat=0|bucket=162|tc=1|pot=2|n=2|h=rrr	0.3365104154	0.0000000000	0.0468959217	0.0000000000	0.5853436629	0.0312500000	8
preflop|seat=0|bucket=162|tc=1|pot=2|n=2|h=rrrr	0.2287104171	0.0000000000	0.2637985904	0.0000000000	0.2769860583	0.2305049342	10
preflop|seat=0|bucket=163|tc=0|pot=0|n=2|h=c	0.0000000000	0.5898725666	0.0000000000	0.0000000000	0.4027200260	0.0074074074	45
preflop|seat=0|bucket=163|tc=1|pot=0|n=2|h=	0.0072152711	0.0000000000	0.8749299264	0.0000000000	0.1110980458	0.0067567568	74
preflop|seat=0|bucket=163|tc=1|pot=1|n=2|h=cr	0.0043103448	0.0000000000	0.0043103448	0.0000000000	0.9870689655	0.0043103448	58
preflop|seat=0|bucket=163|tc=1|pot=1|n=2|h=crr	0.1462389629	0.0000000000	0.1721064244	0.0000000000	0.4078450888	0.2738095238	21
preflop|seat=0|bucket=163|tc=1|pot=1|n=2|h=r	0.9726182025	0.0000000000	0.0073529412	0.0000000000	0.0126759151	0.0073529412	34
preflop|seat=0|bucket=163|tc=1|pot=1|n=2|h=rr	0.3634509736	0.0000000000	0.2694067691	0.0000000000	0.2750369941	0.0921052632	19
preflop|seat=0|bucket=163|tc=1|pot=2|n=2|h=crrr	0.1166396729	0.0000000000	0.4854360336	0.0000000000	0.3932073124	0.0047169811	53
preflop|seat=0|bucket=163|tc=1|pot=2|n=2|h=rrr	0.4053919113	0.0000000000	0.0374716189	0.0000000000	0.5214221841	0.0357142857	7
preflop|seat=0|bucket=163|tc=1|pot=2|n=2|h=rrrr	0.2515849662	0.0000000000	0.3086963741	0.0000000000	0.2981577932	0.1415608666	11
preflop|seat=0|bucket=164|tc=0|pot=0|n=2|h=c	0.0000000000	0.0371342725	0.0000000000	0.0000000000	0.9500452147	0.0128205128	26
preflop|seat=0|bucket=164|tc=1|pot=0|n=2|h=	0.1317747644	0.0000000000	0.1364297159	0.0000000000	0.7248510752	0.0069444444	36
preflop|seat=0|bucket=164|tc=1|pot=1|n=2|h=cr	0.0156250000	0.0000000000	0.4897710689	0.0000000000	0.4789789311	0.0156250000	16
preflop|seat=0|bucket=164|tc=1|pot=1|n=2|h=crr	0.0113636364	0.0000000000	0.0113636364	0.0000000000	0.9659090909	0.0113636364	22
preflop|seat=0|bucket=164|tc=1|pot=1|n=2|h=r	0.4876945004	0.0000000000	0.1665715224	0.0000000000	0.3116430681	0.0340909091	22
preflop|seat=0|bucket=164|tc=1|pot=1|n=2|h=rr	0.2599984404	0.0000000000	0.3320982365	0.0000000000	0.3662366565	0.0416666667	24
preflop|seat=0|bucket=164|tc=1|pot=2|n=2|h=crrr	0.1895694115	0.0000000000	0.4031915890	0.0000000000	0.3822389995	0.0250000000	10
preflop|seat=0|bucket=164|tc=1|pot=2|n=2|h=rrr	0.0714285714	0.0000000000	0.0714285714	0.0000000000	0.4285714286	0.4285714286	7
preflop|seat=0|bucket=164|tc=1|pot=2|n=2|h=rrrr	0.1388888889	0.0000000000	0.1388888889	0.0000000000	0.1407436111	0.5814786111	9
preflop|seat=0|bucket=165|tc=0|pot=0|n=2|h=c	0.0000000000	0.0310427082	0.0000000000	0.0000000000	0.9467350696	0.0222222222	45
preflop|seat=0|bucket=165|tc=1|pot=0|n=2|h=	0.0065789474	0.0000000000	0.0432089115	0.0000000000	0.9436331937	0.0065789474	38
preflop|seat=0|bucket=165|tc=1|pot=1|n=2|h=cr	0.2228195620	0.0000000000	0.4326418852	0.0000000000	0.2181633124	0.1263752404	13
preflop|seat=0|bucket=165|tc=1|pot=1|n=2|h=crr	0.3266211431	0.0000000000	0.0069475831	0.0000000000	0.6596745170	0.0067567568	37
preflop|seat=0|bucket=165|tc=1|pot=1|n=2|h=r	0.5780117029	0.0000000000	0.0303030303	0.0000000000	0.3613822365	0.0303030303	33
preflop|seat=0|bucket=165|tc=1|pot=1|n=2|h=rr	0.0740740741	0.0000000000	0.0740740741	0.0000000000	0.7777777778	0.0740740741	27
preflop|seat=0|bucket=165|tc=1|pot=2|n=2|h=crrr	0.2416119488	0.0000000000	0.2599520775	0.0000000000	0.2657839417	0.2326520320	6
preflop|seat=0|bucket=165|tc=1|pot=2|n=2|h=rrr	0.4285507254	0.0000000000	0.0441176471	0.0000000000	0.4832139805	0.0441176471	17
preflop|seat=0|bucket=165|tc=1|pot=2|n=2|h=rrrr	0.2412003399	0.0000000000	0.3059535553	0.0000000000	0.3528461048	0.1000000000	20
preflop|seat=0|bucket=166|tc=0|pot=0|n=2|h=c	0.0000000000	0.0238095238	0.0000000000	0.0000000000	0.9523809524	0.0238095238	28
preflop|seat=0|bucket=166|tc=1|pot=0|n=2|h=	0.0298332859	0.0000000000	0.4354085498	0.0000000000	0.5314686906	0.0032894737	76
preflop|seat=0|bucket=166|tc=1|pot=1|n=2|h=cr	0.3292527624	0.0000000000	0.4799100760	0.0000000000	0.1844269052	0.0064102564	39
preflop|seat=0|bucket=166|tc=1|pot=1|n=2|h=crr	0.0113636364	0.0000000000	0.0113636364	0.0000000000	0.9659090909	0.0113636364	22
preflop|seat=0|bucket=166|tc=1|pot=1|n=2|h=r	0.7118569301	0.0000000000	0.1361677633	0.0000000000	0.1334567881	0.0185185185	27
preflop|seat=0|bucket=166|tc=1|pot=1|n=2|h=rr	0.3210685543	0.0000000000	0.3235309445	0.0000000000	0.3083919542	0.0470085470	39
preflop|seat=0|bucket=166|tc=1|pot=2|n=2|h=crrr	0.2542564741	0.0000000000	0.3305340794	0.0000000000	0.3283163006	0.0868931459	16
preflop|seat=0|bucket=166|tc=1|pot=2|n=2|h=rrr	0.2972728982	0.0000000000	0.2000000000	0.0000000000	0.3027271018	0.2000000000	5
preflop|seat=0|bucket=166|tc=1|pot=2|n=2|h=rrrr	0.1275128978	0.0000000000	0.4738659009	0.0000000000	0.3819545347	0.0166666667	15
preflop|seat=0|bucket=167|tc=0|pot=0|n=2|h=c	0.0000000000	0.0706872950	0.0000000000	0.0000000000	0.9144978902	0.0148148148	45
preflop|seat=0|bucket=167|tc=1|pot=0|n=2|h=	0.1890686802	0.0000000000	0.7865410759	0.0000000000	0.0121951220	0.0121951220	41
preflop|seat=0|bucket=167|tc=1|pot=1|n=2|h=cr	0.3923875726	0.0000000000	0.0517241379	0.0000000000	0.4404667199	0.1154215695	29
preflop|seat=0|bucket=167|tc=1|pot=1|n=2|h=crr	0.0078125000	0.0000000000	0.0078125000	0.0000000000	0.9765625000	0.0078125000	32
preflop|seat=0|bucket=167|tc=1|pot=1|n=2|h=r	0.5533587532	0.0000000000	0.0739916404	0.0000000000	0.3657051620	0.0069444444	36
preflop|seat=0|bucket=167|tc=1|pot=1|n=2|h=rr	0.3873716638	0.0000000000	0.2326120348	0.0000000000	0.3522385236	0.0277777778	9
preflop|seat=0|bucket=167|tc=1|pot=2|n=2|h=crrr	0.0250000000	0.0000000000	0.1118762001	0.0000000000	0.0250000000	0.8381237999	10
preflop|seat=0|bucket=167|tc=1|pot=2|n=2|h=rrr	0.4680998442	0.0000000000	0.0153184415	0.0000000000	0.5018758320	0.0147058824	17
preflop|seat=0|bucket=167|tc=1|pot=2|n=2|h=rrrr	0.2487568221	0.0000000000	0.3626975739	0.0000000000	0.3468789373	0.0416666667	6
preflop|seat=0|bucket=168|tc=0|pot=0|n=2|h=c	0.0000000000	0.0655673800	0.0000000000	0.0000000000	0.9307289163	0.0037037037	90
preflop|seat=0|bucket=168|tc=1|pot=0|n=2|h=	0.0570020536	0.0000000000	0.4595718445	0.0000000000	0.4764167561	0.0070093458	107
preflop|seat=0|bucket=168|tc=1|pot=1|n=2|h=cr	0.2156715900	0.0000000000	0.3793310892	0.0000000000	0.4010910707	0.0039062500	64
preflop|seat=0|bucket=168|tc=1|pot=1|n=2|h=crr	0.0357142857	0.0000000000	0.0440757564	0.0000000000	0.8548565700	0.0653533879	70
preflop|seat=0|bucket=168|tc=1|pot=1|n=2|h=r	0.6392554241	0.0000000000	0.0342025489	0.0000000000	0.3196927119	0.0068493151	73
preflop|seat=0|bucket=168|tc=1|pot=1|n=2|h=rr	0.1552013411	0.0000000000	0.1707487043	0.0000000000	0.6680975737	0.0059523810	42
preflop|seat=0|bucket=168|tc=1|pot=2|n=2|h=crrr	0.0943388357	0.0000000000	0.4341207603	0.0000000000	0.4637279040	0.0078125000	32
preflop|seat=0|bucket=168|tc=1|pot=2|n=2|h=rrr	0.2919649769	0.0000000000	0.0116239316	0.0000000000	0.6871518323	0.0092592593	27
preflop|seat=0|bucket=168|tc=1|pot=2|n=2|h=rrrr	0.1128964126	0.0000000000	0.1580996129	0.0000000000	0.1346902381	0.5943137365	24
preflop|seat=0|bucket=169|tc=0|pot=0|n=2|h=c	0.0000000000	0.3387244851	0.0000000000	0.0000000000	0.6429604966	0.0183150183	91
preflop|seat=0|bucket=169|tc=1|pot=0|n=2|h=	0.0021186441	0.0000000000	0.1908953923	0.0000000000	0.8048673196	0.0021186441	118
preflop|seat=0|bucket=169|tc=1|pot=1|n=2|h=cr	0.1136488743	0.0000000000	0.0927935387	0.0000000000	0.7796686981	0.0138888889	54
preflop|seat=0|bucket=169|tc=1|pot=1|n=2|h=crr	0.0156250000	0.0000000000	0.0156250000	0.0000000000	0.9531250000	0.0156250000	48
preflop|seat=0|bucket=169|tc=1|pot=1|n=2|h=r	0.0055555556	0.0000000000	0.0072740509	0.0000000000	0.9538738103	0.0332965833	90
preflop|seat=0|bucket=169|tc=1|pot=1|n=2|h=rr	0.1704642940	0.0000000000	0.0766986035	0.0000000000	0.7281892152	0.0246478873	71
preflop|seat=0|bucket=169|tc=1|pot=2|n=2|h=crrr	0.0859952695	0.0000000000	0.4543251136	0.0000000000	0.4525367598	0.0071428571	35
preflop|seat=0|bucket=169|tc=1|pot=2|n=2|h=rrr	0.2221162400	0.0000000000	0.3313846346	0.0000000000	0.3849049225	0.0615942029	69
preflop|seat=0|bucket=169|tc=1|pot=2|n=2|h=rrrr	0.1257532676	0.0000000000	0.4595824417	0.0000000000	0.3993581683	0.0153061224	49
preflop|seat=0|bucket=16|tc=0|pot=0|n=2|h=c	0.0000000000	0.3627442515	0.0000000000	0.0000000000	0.6269993383	0.0102564103	65
preflop|seat=0|bucket=16|tc=1|pot=0|n=2|h=	0.4873905423	0.0000000000	0.3628692804	0.0000000000	0.1454298325	0.0043103448	58
preflop|seat=0|bucket=16|tc=1|pot=1|n=2|h=cr	0.4799625796	0.0000000000	0.2277312852	0.0000000000	0.2842416191	0.0080645161	31
preflop|seat=0|bucket=16|tc=1|pot=1|n=2|h=crr	0.3819807839	0.0000000000	0.0928571429	0.0000000000	0.4323049303	0.0928571429	35
preflop|seat=0|bucket=16|tc=1|pot=1|n=2|h=r	0.4624421156	0.0000000000	0.0683403419	0.0000000000	0.4560596478	0.0131578947	57
preflop|seat=0|bucket=16|tc=1|pot=1|n=2|h=rr	0.2625245567	0.0000000000	0.3124402175	0.0000000000	0.2504742398	0.1745609860	14
preflop|seat=0|bucket=16|tc=1|pot=2|n=2|h=crrr	0.2490043617	0.0000000000	0.3265561071	0.0000000000	0.3114465813	0.1129929499	16
preflop|seat=0|bucket=16|tc=1|pot=2|n=2|h=rrr	0.3434955188	0.0000000000	0.1318197332	0.0000000000	0.5150693634	0.0096153846	26
preflop|seat=0|bucket=16|tc=1|pot=2|n=2|h=rrrr	0.1593094416	0.0000000000	0.2087578666	0.0000000000	0.1672521119	0.4646805799	5
preflop|seat=0|bucket=170|tc=0|pot=0|n=2|h=c	0.0000000000	0.0518251452	0.0000000000	0.0000000000	0.9336821011	0.0144927536	23
preflop|seat=0|bucket=170|tc=1|pot=0|n=2|h=	0.6667620803	0.0000000000	0.1256379619	0.0000000000	0.1730895003	0.0345104575	28
preflop|seat=0|bucket=170|tc=1|pot=1|n=2|h=cr	0.4586713416	0.0000000000	0.1216974669	0.0000000000	0.3862978582	0.0333333333	15
preflop|seat=0|bucket=170|tc=1|pot=1|n=2|h=crr	0.4511274544	0.0000000000	0.0125999850	0.0000000000	0.5237725606	0.0125000000	20
preflop|seat=0|bucket=170|tc=1|pot=1|n=2|h=r	0.5279534284	0.0000000000	0.1092960006	0.0000000000	0.3419172377	0.0208333333	24
preflop|seat=0|bucket=170|tc=1|pot=1|n=2|h=rr	0.4007943654	0.0000000000	0.0721094237	0.0000000000	0.4333462109	0.0937500000	8
preflop|seat=0|bucket=170|tc=1|pot=2|n=2|h=crrr	0.2633089979	0.0000000000	0.3066001432	0.0000000000	0.3050908589	0.1250000000	6
preflop|seat=0|bucket=170|tc=1|pot=2|n=2|h=rrr	0.2676940856	0.0000000000	0.2887261613	0.0000000000	0.2935797531	0.1500000000	5
preflop|seat=0|bucket=170|tc=1|pot=2|n=2|h=rrrr	0.2423245679	0.0000000000	0.3490977869	0.0000000000	0.3585776451	0.0500000000	5
preflop|seat=0|bucket=171|tc=0|pot=0|n=2|h=c	0.0000000000	0.0665556858	0.0000000000	0.0000000000	0.9141206427	0.0193236715	69
preflop|seat=0|bucket=171|tc=1|pot=0|n=2|h=	0.1786095527	0.0000000000	0.4197724545	0.0000000000	0.3985692123	0.0030487805	82
preflop|seat=0|bucket=171|tc=1|pot=1|n=2|h=cr	0.3726665166	0.0000000000	0.5202186364	0.0000000000	0.1007045906	0.0064102564	39
preflop|seat=0|bucket=171|tc=1|pot=1|n=2|h=crr	0.0693427657	0.0000000000	0.0138154153	0.0000000000	0.9079132475	0.0089285714	56
preflop|seat=0|bucket=171|tc=1|pot=1|n=2|h=r	0.4630720416	0.0000000000	0.0093366922	0.0000000000	0.5198989585	0.0076923077	65
preflop|seat=0|bucket=171|tc=1|pot=1|n=2|h=rr	0.3545191015	0.0000000000	0.0219648528	0.0000000000	0.5610160458	0.0625000000	36
preflop|seat=0|bucket=171|tc=1|pot=2|n=2|h=crrr	0.2568273660	0.0000000000	0.3398645169	0.0000000000	0.3271870665	0.0761210506	17
preflop|seat=0|bucket=171|tc=1|pot=2|n=2|h=rrr	0.0599712601	0.0000000000	0.0113222454	0.0000000000	0.9217620501	0.0069444444	36
preflop|seat=0|bucket=171|tc=1|pot=2|n=2|h=rrrr	0.2200426970	0.0000000000	0.2819148002	0.0000000000	0.2665720774	0.2314704254	24
preflop|seat=0|bucket=172|tc=0|pot=0|n=2|h=c	0.0000000000	0.0500503614	0.0000000000	0.0000000000	0.9328556215	0.0170940171	39
preflop|seat=0|bucket=172|tc=1|pot=0|n=2|h=	0.0044642857	0.0000000000	0.8419253159	0.0000000000	0.1491461127	0.0044642857	56
preflop|seat=0|bucket=172|tc=1|pot=1|n=2|h=cr	0.3161644323	0.0000000000	0.5266515861	0.0000000000	0.1036125530	0.0535714286	42
preflop|seat=0|bucket=172|tc=1|pot=1|n=2|h=crr	0.4209347765	0.0000000000	0.0413409831	0.0000000000	0.5074212101	0.0303030303	33
preflop|seat=0|bucket=172|tc=1|pot=1|n=2|h=r	0.0741373902	0.0000000000	0.1097497645	0.0000000000	0.7924755302	0.0236373151	45
preflop|seat=0|bucket=172|tc=1|pot=1|n=2|h=rr	0.3435439646	0.0000000000	0.3897477017	0.0000000000	0.2282467952	0.0384615385	13
preflop|seat=0|bucket=172|tc=1|pot=2|n=2|h=crrr	0.1693010739	0.0000000000	0.4513704207	0.0000000000	0.3614713626	0.0178571429	14
preflop|seat=0|bucket=172|tc=1|pot=2|n=2|h=rrr	0.1414196791	0.0000000000	0.0668097254	0.0000000000	0.7623588308	0.0294117647	34
preflop|seat=0|bucket=172|tc=1|pot=2|n=2|h=rrrr	0.2401134600	0.0000000000	0.2623243934	0.0000000000	0.2544931165	0.2430690302	7
preflop|seat=0|bucket=173|tc=0|pot=0|n=2|h=c	0.0000000000	0.5439206408	0.0000000000	0.0000000000	0.4459783491	0.0101010101	33
preflop|seat=0|bucket=173|tc=1|pot=0|n=2|h=	0.1659684178	0.0000000000	0.7849241057	0.0000000000	0.0428574765	0.0062500000	40
preflop|seat=0|bucket=173|tc=1|pot=1|n=2|h=cr	0.3118484596	0.0000000000	0.4993405735	0.0000000000	0.1807464507	0.0080645161	31
preflop|seat=0|bucket=173|tc=1|pot=1|n=2|h=crr	0.2685172145	0.0000000000	0.2835394966	0.0000000000	0.2940971350	0.1538461538	13
preflop|seat=0|bucket=173|tc=1|pot=1|n=2|h=r	0.5240313989	0.0000000000	0.0234375000	0.0000000000	0.4290936011	0.0234375000	32
preflop|seat=0|bucket=173|tc=1|pot=1|n=2|h=rr	0.2659951848	0.0000000000	0.4550217523	0.0000000000	0.2512052850	0.0277777778	9
preflop|seat=0|bucket=173|tc=1|pot=2|n=2|h=crrr	0.1991570506	0.0000000000	0.3999279419	0.0000000000	0.3816842383	0.0192307692	13
preflop|seat=0|bucket=173|tc=1|pot=2|n=2|h=rrr	0.2888558379	0.0000000000	0.2952915327	0.0000000000	0.3087097723	0.1071428571	7
preflop|seat=0|bucket=173|tc=1|pot=2|n=2|h=rrrr	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.2321257607	0.4345409060	3
preflop|seat=0|bucket=174|tc=0|pot=0|n=2|h=c	0.0000000000	0.2094739828	0.0000000000	0.0000000000	0.7837232961	0.0068027211	49
